SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	IgnoreSilence	LongRange	BelongDynamicGroupID	IsTherapy	CanKeepHoard	CanCastWithHoard	CanAddMaxRadius	KillRushCanCastMode	MinSelectTargetCount	MaxSelectTargetCount
离经易道	10028	万花技能	直接伤害技能	9	None	Damage	2	0	2	TargetSingle	0	0	Invalid	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	Any	0	0	0	0	0	0	0	0	0	0	Any	1	0	0		0	AniAndSfx	万花/万花_内功_离经易道.lua		Harmful				0	1010761726	0			0	0	0	4	0	0		NotInSprint	Any				1	4	0	7	0	0	0												
日轮山城	10029	测试技能	直接伤害技能	1	None	Damage	2	0	12	TargetSingle	0	0	Invalid	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0	0	0	16638	1010728958	0	0		0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
浩气盟任务	10030	测试技能	直接伤害技能	1	Physics	Normal	1	0	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	16638	1010728958	0	0		0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
罗汉棍法	10031	测试技能	直接伤害技能	1	None	Damage	1	0	5	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	Any	0	0	0	0	0	0	0	0	0	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				0	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	4	0	7	0	0	0												
龙爪功	10032	测试技能	直接伤害技能	1	None	Damage	1	0	5	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	Any	0	0	0	0	0	0	0	0	0	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				0	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	4	0	7	0	0	0												
袈裟伏魔功	10033	测试技能	直接伤害技能	1	None	Damage	1	0	5	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	Any	0	0	0	0	0	0	0	0	0	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				0	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	4	0	7	0	0	0												
达摩武诀	10034	测试技能	直接伤害技能	1	None	Damage	1	0	5	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	Any	0	0	0	0	0	0	0	0	0	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				0	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	4	0	7	0	0	0												
少林防御阵法套路	10035	测试技能	直接伤害技能	1	None	Damage	3	0	5	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	Any	0	0	0	0	0	0	0	0	0	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				0	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	4	0	7	0	0	0												
万花治疗阵法套路	10036	测试技能	直接伤害技能	1	None	Damage	3	0	2	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	Any	0	0	0	0	0	0	0	0	0	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				0	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	4	0	7	0	0	0												
纯阳技能事件及子技能	10037	测试技能	直接伤害技能	1	None	Damage	1	0	3	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
十二连环坞	10038	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
红衣教	10039	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
一刀流	10040	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
神策军	10041	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
野外野兽	10042	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
侠客岛	10043	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
倭寇	10044	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
天竺迦兰僧	10045	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
机关人	10046	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
闲散势力	10047	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
地鼠门	10048	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
蝙蝠帮	10049	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
铜钱会	10050	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
僵尸	10051	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
叛军	10052	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
刺客	10053	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
霸刀	10054	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
少林	10055	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
明教	10056	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
唐门	10057	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
(10058) 测试技能	10058	测试技能	直接伤害技能	1	None	Damage	1	0	11	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0	0	0	16638	1010728958	0	0		0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
任务NPC	10059	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
寇岛任务	10060	测试技能	直接伤害技能	1	None	Damage	1	0	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
游龙骑法	10061	测试技能	直接伤害技能	1	None	Damage	1	0	1	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
铁牢律	10062	测试技能	直接伤害技能	9	None	Damage	2	0	1	TargetSingle	0	0	Invalid	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	天策\天策_套路_内功_铁牢律.lua		Harmful				49534	1010761726	0			0	0	0	1	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
天策任务	10063	测试技能	直接伤害技能	1	None	Damage	1	0	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
七秀任务	10064	测试技能	直接伤害技能	1	None	Damage	1	0	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
门派NPC	10065	测试技能	直接伤害技能	1	None	Damage	1	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
基础系	10066	测试技能	直接伤害技能	1	None	Damage	1	0	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
烹饪	10067	测试技能	直接伤害技能	1	None	Damage	1	0	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
猿公剑法	10068	测试技能	直接伤害技能	1	None	Damage	1	0	4	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
霓裳羽衣	10069	测试技能	直接伤害技能	1	None	Damage	1	0	4	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
西河剑器	10070	测试技能	直接伤害技能	1	None	Damage	1	0	4	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
医术	10071	测试技能	直接伤害技能	1	None	Damage	1	0	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
剑器浑脱	10072	测试技能	直接伤害技能	10	None	Damage	1	0	4	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
技能事件套路	10073	测试技能	直接伤害技能	1	None	Damage	1	0	4	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
辅助系	10074	测试技能	直接伤害技能	1	None	Damage	1	0	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
外功	10075	测试技能	直接伤害技能	1	None	Damage	1	0	16	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0	0	0	16638	1010728958	0	0		0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
天策防御阵法	10076	测试技能	直接伤害技能	1	None	Damage	3	0	1	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
纯阳气宗阵法套路	10077	测试技能	直接伤害技能	1	None	Damage	3	0	3	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	Any	0	0	0	0	0	0	0	0	0	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				0	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	4	0	7	0	0	0												
七秀治疗阵法套路	10078	测试技能	直接伤害技能	1	None	Damage	3	0	4	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0		0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0		0	AniAndSfx	Default.lua		Harmful				49534	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
枫华谷任务	10079	测试技能	直接伤害技能	1	None	Damage	1	0	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful				16766	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
云裳心经	10080	测试技能	直接伤害技能	9	None	Normal	2	0	4	CasterSingle	5	0	Invalid	0	0	0	4	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	七秀\七秀_内功_云裳心经.lua		Beneficial				16766	1010728958	0			0	0	0	5	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
冰心诀	10081	测试技能	直接伤害技能	9	None	Normal	2	0	4	CasterSingle	5	0	Invalid	0	0	0	4	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	七秀\七秀_内功_冰心诀.lua		Beneficial				16766	1010728958	0			0	0	0	5	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
江湖轻功	10082	测试技能	直接伤害技能	1	None	Damage	1	0	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0			16766	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
外功系	10083	测试技能	直接伤害技能	1	None	Damage	1	0	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
内功系	10084	测试技能	直接伤害技能	1	None	Damage	1	0	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
NPC通用技能	10085	测试技能	直接伤害技能	1	None	Damage	0	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
扬州任务	10086	测试技能	直接伤害技能	1	None	Damage	1	0	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
先天功	10087	测试技能	直接伤害技能	1	None	Damage	1	0	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0	0	0	16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
点穴截脉	10088	测试技能	直接伤害技能	1	None	Damage	1	0	2	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0	0	0	49534	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
百花拂穴手	10089	测试技能	直接伤害技能	1	None	Damage	1	0	2	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0	0	0	49534	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
NPC_DEBUFF	10090	测试技能	直接伤害技能	1	None	Damage	0	0	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Harmful	0	0	0	16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
