门派,心法,奇穴位置,奇穴名,奇穴描述,技能ID,纵向位置
衍天,太玄经,4,神皆寂,打断目标运功，对目标造成<SKILL NeutralDamage>点(+<SKILLEx {D0} {SkillNeutralAP}>)混元性内功伤害，若目标处于“连局”内，使其封内7秒，目标离开“连局”则封内效果提前消失，若目标不处于“连局”中则封内1秒。,25011,4
衍天,太玄经,5,重山,卦象“山艮”持续期间，“九字诀”套路伤害招式额外伤害提高至15%。,24983,1
衍天,太玄经,5,神占,施展“起卦”有几率获得“神占·火离”“神占·山艮”“神占·水坎”其中之一效果。若当前卦象与“神占”一致，则自身“三星临”无视目标40%化劲等级且“祝由”效果将变为“神占”效果。\n神占·火离：目标“祝由·火离”持续期间，被自身“天斗旋”、“兵主逆”命中，则立刻触发一次“卦象·火离”伤害。\n神占·山艮：击倒目标4秒。\n神占·水坎：使友方目标4秒内不会受到伤害，若友方目标施展伤害招式，则效果剩余时间变成50%减伤效果。,25023,2
衍天,太玄经,5,地遁,施展“鬼星开穴”引爆“连局”时返还30点星运值。,25025,3
衍天,太玄经,5,星合,“往者定”定身时间提高2秒，对自身“连局”中目标施展时，立刻触发定身效果。战斗中施展“起卦”4次后可在4秒内额外释放一次“往者定”。,24986,4
衍天,太玄经,6,鬼遁,“鬼星开穴”成功引爆“灯魂”后则提高自身30%混元内功基础攻击。每成功引爆1个“灯魂”则获得15秒持续时间，持续时间不超过45秒，“鬼遁”持续时间若小于12秒，则施展“鬼星开穴”不消耗星运。,25072,1
衍天,太玄经,6,神遁,“奇门飞宫”所形成的“局”持续时间提高20秒，自身处于“连局”时免疫控制效果（被推被拉除外）。,25028,2
衍天,太玄经,6,风遁,施展“鬼星开穴”引爆灯魂，灯魂剩余时间的40%将返还为“奇门飞宫”的调息时间，并在8秒内免疫目标控制（被推被拉除外）。,25367,3
衍天,太玄经,6,堪卜,“起卦”调息时间降低8秒，免疫控制效果提高2秒，“起卦”效果期间移动速度提高20%。,25137,4
衍天,太玄经,7,祝祷,“星运”大于30点时，自身伤害和治疗效果提高10%。,25022,1
衍天,太玄经,7,追叙,施展“鬼星开穴”引爆连局后，4秒内施展“变卦”使“鬼星开穴”引爆的“魂灯”位置及状态返回引爆前，刷新持续时间至22秒，并返还80%“鬼星开穴”调息时间。,37456,2
衍天,太玄经,7,亘天,“天斗旋”变为3层8秒充能招式，运功时间降低0.5秒，回复星运效果提高50%。对目标额外造成一次“亘天”伤害，该伤害受到天斗旋秘籍加成。,25368,3
衍天,太玄经,7,司命,“天人合一”状态后释放的第一个治疗招式会使目标受到的伤害降低60%，持续6秒。受到伤害降低效果期间目标气血值首次低于60%时，降低自身“天人合一”10秒调息时间。,24965,4
衍天,太玄经,8,神元,体质和元气提高10%。,25066,1
衍天,太玄经,8,连断,“变卦”变为2层充能招式，调息时间提高19秒，可重置自身卦象祝由效果，施展“鬼星开穴”后6秒内下一个“变卦”星运消耗降低20点。,25378,2
衍天,太玄经,8,趋时,“卦象·山艮”状态下“鬼星开穴”命中连局内的目标时，若目标基础调息时间正在调息状态，则延长基础调息时间2秒，返还自身3秒“鬼星开穴”调息时间。,36191,3
衍天,太玄经,8,相蚀,“鬼星开穴”成功引爆“灯魂”则卸除“连局”内的敌对目标混元、阴性、阳性、毒性有益气劲各一个。,24949,4
衍天,太玄经,8,知微,施展“奇门飞宫”不在目标点生成灯魂，而是出现在自身身后5尺，“纵横三才”会使被命中的目标眩晕2秒，并恢复自身35点星运。,25382,5
衍天,太玄经,9,荧入白,卦象持续期间自身无视目标50%内功防御等级，威胁值降低50%。,25085,1
衍天,太玄经,9,移魂,“斗转星移”时若“灯魂”存在，施展时将由距离目标最近的“灯魂”与目标交换位置，并返还“斗转星移”10秒调息时间。,25062,2
衍天,太玄经,9,踏斗,同时只会存在一个“灯魂”，施展“纵横三才”时距离目标点越远伤害越高，最远20尺造成<SUB 28815 3>混元性内功伤害。,25026,3
衍天,太玄经,9,休囚,“祝由·火离”卦象持续期间，目标受治疗成效降低50%，持续15秒。,25074,4
衍天,太玄经,9,延年,“斗转星移”可对友方侠士目标施展。“斗转星移”与目标交换位置后，自身将获得化解气血最大值30%的护盾，持续6秒。,25061,5
衍天,太玄经,10,征凶,“变卦”时，“水坎”卦象必定占得“火离”卦象，“火离”卦象必定占得“山艮”卦象，“山艮”卦象必定占得“火离”卦象。,25379,1
衍天,太玄经,10,坍缩,“鸿蒙天禁”改变为可移动施展的蓄力技能，对自身周围最多三个敌方目标生效。初始生效范围为6尺，每蓄力0.5秒增加2尺生效范围，最多可蓄力1.5秒。,32794,2
衍天,太玄经,10,天钺,“鸿蒙天禁”运功时间降低0.75秒，可在跳跃中施展。可对团队成员使用，并卸除掉“阴性不利效果”“阳性不利效果”“混元不利效果”“毒不利效果”“持续伤害不利效果”各2个。“鸿蒙天禁”调息时间降低10秒。,25087,3
衍天,太玄经,10,龙马出河,在自身位置，产生“龙马出河”图祥，持续期间8尺内5个友方目标受到的伤害降低30%，且每秒卸除一次不可叠加的被疗伤成效降低的效果，“龙马出河”持续24秒，持续期间可提前被摧毁。被摧毁后生成“龙马出河·残阵”，自身位于“龙马出河·残阵”上时每秒向其输送10点星运，输送80点星运后可重新召唤“龙马出河”。,25114,4
衍天,太玄经,10,荧惑守心,对目标造成伤害，并获得4秒“荧惑守心”效果：结束时检查目标是否有减伤，护盾，持续治疗效果。“荧惑守心”效果结束5秒内可对另一目标施展二段招式“移祸”：“荧惑守心”若记录过减伤，护盾，持续治疗效果，则使目标8秒内无法获得对应记录类型的减伤，护盾，持续治疗效果。,34681,5
衍天,太玄经,11,擎羊,施展“鬼星开穴”时，自身每存在1个“灯魂”则“鬼星开穴”伤害额外提高15%。,25088,1
衍天,太玄经,11,灵器,施展“三星临”“兵主逆”“天斗旋”命中目标时，自身或目标处于“连局”中则触发“灵器”效果，造成<SUB 25174 0>混元性内功伤害。,25173,2
衍天,太玄经,11,焚如,“祝由·火离”不再溅射伤害其他目标，但对当前目标伤害提高70%。,25030,3
衍天,太玄经,11,华盖,“天人合一”转换比例提高100%，施展“天人合一”后自身不受打退、打断，不受无法施展内功招式和缴械效果的影响，持续8秒。该效果在施展“鸿蒙天禁”时消失。,25148,4
衍天,太玄经,11,覆舟,“祝由·水坎”减伤比例提高100%，反弹伤害提高100%。,25067,5
衍天,太玄经,12,增卜,处于自身“祝由·火离”状态下的敌对目标，每次受到自身“兵主逆”招式攻击，则“祝由·火离”对其伤害提高14%，最多70%，“祝由·火离”状态结束后每2秒衰减7%。,25086,1
衍天,太玄经,12,镇星入舆,强化1个“灯魂”与自身链接，30秒内自身施展“三星临”“兵主逆”“天斗旋”时链接在自身的“灯魂”也会施展同样的招式攻击敌方，每个招式“灯魂”只会施展一次。可施展二段招式，若存在“连局”则“连局”环绕非侠士目标。被动效果：自身“山艮”状态下对“祝由·火离”目标施展“九字诀”套路招式时造成额外伤害。,37505,2
衍天,太玄经,12,洞彻九宫,“奇门飞宫”“纵横三才”施展距离提高5尺，“魂灯”超过自身40尺才会消失。施展“鬼星开穴”命中连局内的侠士目标后标记至多两个敌方侠士4秒，成功标记两名敌方侠士时，则和自身连接成一个三角形。连接期间角度最大的侠士每秒受到<SUB 36202 1>混元性内功伤害，4秒结束后角度最大的侠士将额外受到<SUB 36203 1>混元性内功伤害，链接超过35尺则提前结束。,25149,3
衍天,太玄经,12,杀星在尾,每秒对自身8尺内随机位置召唤流星雨，流星雨会坠落至该位置对4尺范围内最多5个目标造成<SUB 25150 0>混元性内功伤害，若当前目标处于“连局”之中则流星雨集中坠落至目标位置，流星雨持续4秒，命中无法施展内功或外功招式的目标延长一秒流星雨持续时间。,25176,4
衍天,太玄经,12,连极阵,标记目标10秒，标记期间随机使一个“灯魂”自动撞击标记目标，撞击结束后回到自身位置，持续期间所有招式施展距离提高5尺，“灯魂”不会因为超出距离而消失。,25383,5
药宗,灵素,1,醒窍,“白芷含芳”治疗量提高10%。,28597,1
药宗,灵素,1,反佐,“灵素中和”会心几率提高10%，会心效果提高10%。,29528,2
药宗,灵素,1,收涩,“灵素中和”效果对命中目标回复0.5%的内力值。,28603,3
药宗,灵素,2,凝壁,“银光照雪”对队友施展时，使得自身为目标承受50%的伤害，持续5秒。,28605,1
药宗,灵素,2,月见,“银光照雪”伤害和治疗效果提高20%，对自身6尺270度扇形范围最多5个友方目标生效，自身气血值每降低25%，伤害和治疗效果提高5%。,28349,2
药宗,灵素,2,鬼卿,“当归四逆”每跳卸除目标身上阴性、阳性、混元性、毒性、点穴不利效果各一个。,28608,3
药宗,灵素,3,不染,“青川濯莲”长成后，自身每发生一次中和，使其回复20%气血值，持续时间增加20%，至多触发4次。,28609,1
药宗,灵素,3,寸草,“千枝绽蕊”期间自身治疗量提高20%。,38643,2
药宗,灵素,3,木通,自身在温性状态下受治疗效果提高10%，受到伤害降低15%。,28713,3
药宗,灵素,3,妒茵,“当归四逆”治疗量提高25%，期间自身和主目标受到伤害降低20%，自身和主目标范围都将产生治疗效果。,28644,4
药宗,灵素,4,素柯,“当归四逆”完整运功使得10秒内两次“赤芍寒香”命中目标时将在目标区域绽开一次，1.5秒后对目标区域8尺区域的5个友方目标造成一次治疗效果并使其附带“赤芍寒香”持续治疗效果。,28637,1
药宗,灵素,4,韶时,“白芷含芳”运功时间降低0.5秒，命中目标后使得自身基础调息时间降低0.5秒。,28641,2
药宗,灵素,4,游泽,“惊鸿掠水”对目标区域6尺范围的最多6个敌对目标都造成一次定身效果和伤害效果，定身时间提高2秒。该伤害还会受到自身治疗量加成。获得3秒内额外施展一次“银光照雪”的机会。,28627,3
药宗,灵素,4,水苏,“惊鸿掠水”可以对队友目标施展，不再占用基础调息时间，变为位移至队友身边，使目标周围6尺的最多5个友方目标恢复最多<SUB 28648 15>气血值，使得接下来的“回风微澜”施展距离提高3尺并恢复自身<SUB 29507 1>气血值。,28646,4
药宗,灵素,5,相须,“七情和合”触发的“灵素中和”效果治疗量提高100%，且叠加不高于3层“七情”效果时，其降低治疗效果的数值减半。,28649,1
药宗,灵素,5,畅和,“灵素中和”效果还会对作用目标附近6尺额外1个团队成员造成治疗效果，且其在“千枝绽蕊”期间作用人数额外提高3个。施展“千枝绽蕊”不再进入调息时间。,28710,2
药宗,灵素,5,衔尾,“青川濯莲”会链接范围内生命值最低的友方，每2秒消耗5%最大气血值并恢复其<SUB 38646 1>血量。,38648,3
药宗,灵素,5,寒香,“逐云寒蕊”气血值提高100%，随后该效果在10秒内逐渐衰减至0%。,28400,4
药宗,灵素,6,忘忧,施展“七情和合”前根据自身已获得的药性自动获得5点寒性或5点温性，施展后3秒内受到伤害使得自身气血值低于50%，则立即重置“七情和合”调息时间，该效果在自身拥有5层及以上“七情”效果时不会触发。,28624,1
药宗,灵素,6,蔓蕊,“千枝绽蕊”期间每累积受到相当于自身最大气血值20%的伤害，降低自身“绿野蔓生”“逐云寒蕊”1秒调息时间，该效果在切换至“千枝伏藏”后即清空计数。,28405,2
药宗,灵素,6,败叶,“青川濯莲”释放时为目标20尺范围最多5个目标恢复<SUB 29721 1>气血值，播种后蛰伏时间缩短2秒，若自身处于“青川濯莲”20尺范围内，移动速度提高20%，“青川濯莲”为自身承担25%的伤害，并且每次“青川濯莲”提供气血值回复时会为自身提供一点寒性。,28758,3
药宗,灵素,6,织翠,“千枝绽蕊”期间自身受到伤害的125%将会被储存起来，若储存值超过自身最大气血值的25%，则15秒内下一次对敌方目标施展“银光照雪”时会附带这段额外伤害，并使目标获得50%治疗成效降低，获得护盾效果降低效果，持续8秒。,28736,4
药宗,灵素,7,决明,“灵素中和”效果命中的目标气血值若低于60%，则该次“灵素中和”治疗加成提高25%。,28732,1
药宗,灵素,7,流银,“银光照雪”命中目标后，将目标护盾按比例转化为减伤，持续6秒。目标为队友时，转化比例提高50%。,34691,2
药宗,灵素,7,晴柔,“青川濯莲”施展时同时触发在寒性和温性状态下施展的额外效果并使其效果翻倍。影响的队友攻击目标时，回复效果提高15%，并也会为自身恢复<SUB 28709 1>气血值。,28708,3
药宗,灵素,7,吹绽,自身造成伤害的100%转化为自身气血值，施展毒性内功伤害招式命中目标，会额外引导飞草附着目标，在1.5秒后或者被自身施展的其他毒性内功伤害招式命中时，对目标区域4尺最多3个目标造成受到自身治疗量加成的<SUB 30520 0>毒性内功伤害。敌对侠士受到的该伤害将被平摊，若命中气血值低于60%的目标则伤害翻倍。,30518,4
药宗,灵素,8,清嘉,“龙葵自苦”施展后刷新自身的“青川濯莲”存在时间。,38657,1
药宗,灵素,8,飘黄,“逐云寒蕊”不再产生隐匿效果，调息时间降低14秒，使得“逐云寒蕊”15尺范围的输出心法团队成员施展伤害招式附带一段额外伤害（自身每160点根骨提升100%伤害，最多100层），最多触发6次，持续10秒，该效果在30秒内只能享受一次。,28678,2
药宗,灵素,8,渡若,“惊鸿掠水”调息时间降低2秒，施展“惊鸿掠水”自身免疫控制效果，持续3秒。,28421,3
药宗,灵素,8,浅碧,处于自身“绿野蔓生”状态期间，自身6尺范围内最多3个团队成员不会重伤。,28716,4
药宗,灵素,8,挂雨,施展“凌然天风”自身治疗量提高5%，获得3层“赤芍寒香”透支使用次数，并在“凌然天风”结束之后结算其调息时间。,28691,5
药宗,灵素,9,配伍,“灵素中和”治疗量提高13%，命中目标使其提高1%的力道、身法、元气和根骨，最多叠加5层，持续10秒。,28722,1
药宗,灵素,9,幽姿,“银光照雪”在自身位置种下药草，延迟1.5秒后爆炸，对8尺内最多5个友方目标造成治疗。温性施展时，额外恢复目标3%气血；寒性施展时，范围内敌对侠士攻击力降低15%。,38660,2
药宗,灵素,9,双生,“绿野蔓生”可以对友方目标施展，使其和自身共同获得“绿野蔓生”效果。,28428,3
药宗,灵素,9,香稠,“赤芍寒香”治疗量提高10%，施展“赤芍寒香”使得目标体质提高20%，相同该效果不能共存。,28650,4
药宗,灵素,9,燕徊,“凌然天风”期间自身免疫无法运功、缴械、打断效果，每跳跃一次回复1%内力值。,28731,5
药宗,灵素,10,同梦,“龙葵自苦”对目标10尺内最多25个目标生效，最大吸收量降低为目标最大气血值的50%，施展后1分钟内无法再次使用“龙葵自苦”。,28700,1
药宗,灵素,10,辞零,“银光照雪”会消除目标属于自身40%的“自苦”层数。若施展时自身离目标越近则治疗量越高并且消除的“自苦”层数越多，最多消除目标属于自身70%的“自苦”层数，并根据自身消除的“自苦”层数，对目标追加一段额外治疗。,28748,2
药宗,灵素,10,独活,“龙葵自苦”不再占用基础调息时间，持续时间提高1秒，期间目标受到治疗效果提高3%。,28735,3
药宗,灵素,10,零尘,“龙葵自苦”只提供目标75%最大气血值的“龙葵”效果，若“龙葵”效果提前结束，则会额外给目标添加一次80%最大气血值的“龙葵”效果，并且若当前在寒性状态则获得一点温性，否则获得一点寒性。,34943,4
药宗,灵素,10,胜娇,“青川濯莲”范围内小队成员御劲率提高20%，化劲等级提高10%。,28739,5
药宗,灵素,11,旋生飞草,在自身面前种植蒲公英，在1秒后绽开，获得3点寒性，对周围15尺的最多3个敌对目标造成一次受到自身治疗量加成的伤害，并使其招式施展距离降低15%，持续8秒，施展时每中和一点温性该伤害会心几率提高15%；还使得周围15尺最多3个友方目标招式施展距离增加15%，移动速度提高15%，持续8秒。,28740,1
药宗,灵素,11,释冰,“银光照雪”会心几率提高10%，会心效果提高10%，对友方目标施展时，立即吞噬其“赤芍寒香”剩余治疗量。,28651,2
药宗,灵素,11,莲池,“青川濯莲”不再占用基础调息时间，作用目标提高3个。,28744,3
药宗,灵素,11,自馨,“千枝绽蕊”期间受到伤害使自身气血值低于25%时，在自身脚下生成一朵莲花，持续10秒，莲花被摧毁前自身受到伤害降低70%。自身则强制进入“千枝伏藏”状态，并获得50秒的调息时间，每次触发“灵素中和”会降低0.5秒该调息时间。,28726,4
药宗,灵素,11,岚微香馥,在目标区域生成一片6尺的药雾并逐渐向边缘延展，每0.75秒消散一次并对(6/7/8/9/10)尺范围最多5个友方目标造成治疗效果，并使得自身获得1点寒性，持续3.75秒。命中3次及以上的友方目标将使其获得50%的“龙葵”效果，持续4秒。每个友方目标最多获得一次“龙葵”效果。,36059,5
药宗,灵素,12,应时与药,被动效果：“千枝绽蕊”状态下施展“白芷含芳”、“赤芍寒香”满5次后，中和当前全部药性，进入“千枝伏藏”清除计数。\n主动效果：施展后进入15秒“和宜”状态：3点及3点以上药性施展“银光照雪”，施展后使得当前全部药性转化为5点另一种药性，转化过程不发生中和。,32897,1
药宗,灵素,12,犹解倒悬,两层充能招式，充能时间25秒。施展后，使自身获得10秒“犹解倒悬”效果：移动速度提高25%，并使下次施展“当归四逆”运功时间和治疗次数减半；“龙葵自苦”持续时间减半；“青川濯莲”持续时间减半。以此法施展的招式，会获得原招式两倍的药性，施展后返还70%调息时间，并消耗“犹解倒悬”效果。,36170,2
药宗,灵素,12,卫矛,“枯木苏息”效果自身不再沉睡，但使得自身救治的友方目标获得气血最大值500%的治疗吸收盾，持续30秒，若效果结束后未吸收足够治疗量则救治的目标重新枯萎。,28751,3
药宗,灵素,12,青圃着尘,被动效果：“凌波飞叶令”套路招式调息时间受到加速影响，每次施展获得2片“飞叶”效果。\n主动效果：拥有12片“飞叶”可以施展，引导“飞叶”对目标及其周围10尺范围最多4个非自身的友方目标进行持续治疗。每片“飞叶”对范围内随机一个友方目标回复<SUB 29474 1>气血值，当“飞叶”命中10尺外的友方目标时回复气血值提高至<SUB 29474 2>。“飞叶”连续命中同一友方目标时其后续治疗效果会衰减50%。,29471,4
药宗,灵素,12,百药宣时,在自身脚下舒展一幅卷轴，使得自身进入“百药宣时”状态，“中和”效果提高50%，施展“行宜列药”套路的治疗招式均会额外触发一次“中和”效果，持续10秒，期间自身每通过这个方式获得额外的一次中和效果，即使得“百药宣时”状态结束后的下一次中和效果治疗量降低90%。,28756,5
药宗,无方,1,川谷,“商陆缀寒”伤害提高10%。,27530,1
药宗,无方,1,怯邪,“川乌射罔”命中“逆乱”效果，对目标周围6尺范围额外3个目标造成毒性内功伤害，目标“逆乱”效果层数越高，溅射的伤害越高。,28338,2
药宗,无方,1,淮茵,“逆乱”效果每层使得自身每跳回复0.1%内力值。,28343,3
药宗,无方,2,鸩羽,“川乌射罔”会心几率提高10%，变为2层透支招式。,28344,1
药宗,无方,2,月见,“银光照雪”伤害和治疗效果提高20%，对自身6尺270度扇形范围最多5个友方目标生效，自身气血值每降低25%，伤害和治疗效果提高5%。,28349,2
药宗,无方,2,连茹,“苍棘缚地”初始持续时间增加4秒。每次命中目标使其获得一层“逆乱”。,38631,3
药宗,无方,3,往馥,“川乌射罔”伤害提高10%，运功不会被打退，完整命中目标后使得其无法施展轻功和跳跃，持续2秒。,28364,1
药宗,无方,3,结草,“苍棘缚地”长成后，自身每发生一次中和，使其持续时间增加2秒，并使其回复20%气血值，至多触发4次。自身施展“含锋破月”、“飞叶满襟”、“银光照雪”时，“苍棘缚地”也会在自身周围360°对应范围造成伤害，该次伤害不会与自身“含锋破月”、“飞叶满襟”、“银光照雪”命中同一目标。,28361,2
药宗,无方,3,岚因,“沾衣未妨”伤害提高10%，命中人数提高2个，每跳使得目标有50%几率获得“逆乱”效果。若目标身上属于自身的“逆乱”层数低于4层则几率提高到100%。,28365,3
药宗,无方,3,令芷,“沾衣未妨”命中附带自身的4层及以上“逆乱”效果的目标将立即造成定身效果。,28367,4
药宗,无方,4,灵荆,“苍棘缚地”受到的伤害降低70%，造成的伤害提高70%。,29498,1
药宗,无方,4,逐岚,在自身“沾衣未妨”中施展“银光照雪”时会以扇形扩散一片毒雾，造成一次“沾衣未妨”伤害，使目标获得3层“逆乱”。,37354,2
药宗,无方,4,藏丛,施展“且待时休”自身获得最大气血值10%的护盾，护盾存在期间自身免疫无法运功、缴械、打断效果，免疫击退、被拉效果，持续4秒。,28375,3
药宗,无方,4,断泽,“惊鸿掠水”调息时间降低3秒，且不再占用基础调息时间，若命中运功目标，则打断目标运功，并回复自身15%内力值。,28376,4
药宗,无方,5,划云,“含锋破月”“飞叶满襟”选中目标才可以施展，施展距离提高至12尺并附带冲刺效果，释放期间免疫控制（击退和拉除外）。,28485,1
药宗,无方,5,苦苛,“紫叶沉疴”调息时间降低10秒，附带1点温性，造成<SUB 28385 1>毒性内功伤害。,29499,2
药宗,无方,5,遍休,施展“且待时休”，自身“苍棘缚地”也会在原地施展“且待时休”，对周围15尺的4层以上“逆乱”的目标造成沉默和伤害效果。自身停止运功时，“苍棘缚地”也会停止释放“且待时休”。,28406,3
药宗,无方,5,寒香,“逐云寒蕊”气血值提高100%，随后该效果在10秒内逐渐衰减至0%。,28400,4
药宗,无方,6,汲刺,“苍棘缚地”每攻击三次，额外造成一次<SUB 38636 1>毒性伤害并恢复自身5%内力值。,38632,1
药宗,无方,6,蔓蕊,“千枝绽蕊”期间每累积受到相当于自身最大气血值20%的伤害，降低自身“绿野蔓生”“逐云寒蕊”1秒调息时间，该效果在切换至“千枝伏藏”后即清空计数。,28405,2
药宗,无方,6,渌波,“紫叶沉疴”不占用基础调息时间，“凌波飞叶令”套路伤害招式命中目标时都会为其添加“紫叶沉疴”的种子，最多吸收3%的最大气血值的治疗量。,30507,3
药宗,无方,6,坚阴,“商陆缀寒”命中属于自身“逆乱”层数低于4层的目标将为其添加一层“逆乱”效果。若当前自身状态无药性，则施展“商陆缀寒”额外回复2点寒性。,28410,4
药宗,无方,7,相使,“钩吻断肠”使得自身基础攻击力提高15%，期间自身“商陆缀寒”可以移动施展，持续16秒。,28413,1
药宗,无方,7,谢枝,“且待时休”每跳命中使目标化劲等级降低2%，最多叠加8层，持续8秒，不与同类效果共存。,38625,2
药宗,无方,7,茎蹊,“含锋破月”、“飞叶满襟”造成伤害提高40%，命中“逆乱”效果的目标，每层再提高6%的伤害。,29503,3
药宗,无方,7,渐苞,“紫叶沉疴”种子成长时，会将目标身上的“逆乱”一半的层数扩散给10尺范围的其他最多5个目标，并对目标及扩散波及的目标附带额外<SUB 29720 1>毒性内功伤害。,28439,4
药宗,无方,8,凄骨,“川乌射罔”每跳降低1秒“银光照雪”调息时间，并使自身无视目标70%防御等级，持续16秒。,28419,1
药宗,无方,8,熟地,“商陆缀寒”运功时间降低0.5秒，成功施展后使得自身基础调息时间降低0.5秒。,28420,2
药宗,无方,8,逐鸿,施展“惊鸿掠水”自身免疫控制效果，持续3秒，并使得下一个“含锋破月”“银光照雪”“飞叶满襟”会心几率提高10%，会心效果提高10%。施展“惊鸿掠水”命中15尺以外目标时，免疫控制效果提高至4秒。,28370,3
药宗,无方,8,芳时,“且待时休”调息时间降低8秒，期间使得自身“苍棘缚地”会心几率提高20%，会心效果提高20%。,28423,4
药宗,无方,8,肃羽,“惊鸿掠水”变为目标点范围技，若踩到自身“苍棘缚地”则使“苍棘缚地”再次蛰伏重新生长。“惊鸿掠水”非战斗状态下施展，调息时间减半。,32882,5
药宗,无方,9,沉绵,“紫叶沉疴”种子存在期间，目标每次施展伤害招式都会对其自身造成<SUB 38638 1>伤害。每秒最多触发一次。,38633,1
药宗,无方,9,疾根,“逆乱”增加1跳，“无方中和”作用在自身4层“逆乱”的目标上则额外附带<SUB 29674 1>毒性内功伤害。,28432,2
药宗,无方,9,双生,“绿野蔓生”可以对友方目标施展，使其和自身共同获得“绿野蔓生”效果。,28428,3
药宗,无方,9,蓬茸,“且待时休”运功期间每跳为目标添加“紫叶沉疴”的种子，最多吸收3%的最大气血值的治疗量。,34796,4
药宗,无方,9,燕徊,“凌然天风”期间自身免疫无法运功、缴械、打断效果，每跳跃一次回复1%内力值。,28731,5
药宗,无方,10,紫伏,“紫叶沉疴”不再使目标获得治疗吸收盾，而是直接在目标身上生成“紫叶花”，持续15秒，自身每次触发中和效果会使得“紫叶花朵”对目标8尺区域造成<SUB 28434 1>毒性内功伤害。,38965,1
药宗,无方,10,避奚,“凌然天风”重置自身“川乌射罔”调息时间，期间每施展一个“行忌制方”套路招式，自身加速率提高10%，最多提高至40%。,28431,2
药宗,无方,10,滞眠,“且待时休”还会使作用目标无法施展轻功，运功每过1秒，“且待时休”伤害增加15%。,28436,3
药宗,无方,10,折枝拂露,对周身8尺范围最多5个目标造成<SUB 30735 1>毒性内功伤害和僵直效果，使目标获得一层“逆乱”效果，并使其下两跳立即生效，使“含锋破月”调息时间降低6秒。寒性状态下施展“折枝拂露”，在自身周围生成一个“沾衣未妨”，温性状态下施展“折枝拂露”，可以额外施展二段招式“折枝留春”，向后撤步并对周身8尺范围最多5个目标造成大量毒性内功伤害和僵直效果。,30734,4
药宗,无方,10,南草,使得自身在空中向后飘荡一段距离，飘荡期间无法施展招式但每0.25秒回复1.5%最大气血值。招式处于调息期间时，自身移动速度提高25%。,30016,5
药宗,无方,11,甘遂,施展“商陆缀寒”“惊鸿掠水”降低自身“紫叶沉疴”“苍棘缚地”1秒调息时间。,28443,1
药宗,无方,11,荆障,“沾衣未妨”命中自身“苍棘缚地”后，使其攻击次数不变但攻击频率提高37.5%，造成伤害提高15%，期间每次“无方中和”会使“苍棘缚地”额外吐出一阵毒雾对周围8尺范围造成一次伤害和0.5秒的定身效果。,28415,2
药宗,无方,11,炮阳,自身在寒性状态下触发“无方中和”效果，“无方中和”效果伤害提高35%，使得目标移动速度降低20%，持续5秒，最多叠加4层。并会为其添加“紫叶沉疴”的种子，最多吸收3%的最大气血值的治疗量。,28458,3
药宗,无方,11,菵露,“沾衣未妨”第2、4跳时会生成5个“菵露”，敌对目标踩到花后花朵消失造成伤害，使目标获得3层逆乱，并使自身获得一点温性。,34690,4
药宗,无方,11,荡襟,“飞叶满襟”命中8层“逆乱”效果的侠士目标，将使得目标获得“荡襟”效果，持续4秒。“荡襟”期间目标受到的治疗量将不会直接治疗目标，而是转化为目标每秒回复4%最大气血值的形式，至回复完相同总量的气血值为止，最多通过这个方式转换目标100%最大气血值的所受治疗量。,28461,5
药宗,无方,12,息芷,“且待时休”施展后可对被“且待时休”影响的角色释放二段招式“息芷”，拉拽当前目标并造成伤害。“且待时休”每命中一个目标，使其伤害增加25%。,38642,1
药宗,无方,12,养荣,“千枝绽蕊”效果持续期间自身破防等级提高25%，无双等级提高25%，期间川乌射罔命中非侠士目标回复5%最大内力值。,28426,2
药宗,无方,12,香繁饮露,两层充能招式，充能时间32秒。施展后，使自身获得10秒“香繁饮露”效果：移动速度提高25%，并使下次施展“且待时休”运功时间和伤害次数减半，“沾衣未妨”持续2.25秒造成3跳伤害，“苍棘缚地”持续时间减半。以此法施展的招式，会获得原招式两倍的药性，并且施展后返还70%调息时间，并消耗“香繁饮露”效果。,36067,3
药宗,无方,12,青圃着尘,被动效果：“凌波飞叶令”套路招式调息时间受到加速影响，每次施展获得2片“飞叶”效果。\n主动效果：拥有12片“飞叶”可以施展，引导“飞叶”对目标及其周围10尺范围最多4个目标进行持续攻击。每片“飞叶”对范围内随机一个目标造成<SUB 29441 1>毒性内功伤害，当“飞叶”命中10尺外的目标时造成伤害提高至<SUB 29441 2>。“飞叶”连续命中同一目标时其后续伤害效果会衰减50%。,28533,4
药宗,无方,12,并蒂夺株,使得侠士目标获得不可卸除的“并蒂夺株·寒”，技能调息速度降低50%，持续15秒。同时在自身脚下生成一朵毒花，每秒对8尺区域内的敌对侠士目标添加“并蒂夺株·温”，使其造成伤害的30%的效果转化为对其自己的伤害。携带“并蒂夺株·寒”的目标获得“并蒂夺株·温”时两种毒会发生抵消，不受到“并蒂夺株·温”效果并使得“并蒂夺株·寒”持续时间降低4秒。,28583,5
刀宗,孤锋诀,1,中峙,“行云势”伤害提高10%。,32449,1
刀宗,孤锋诀,1,渊冲,“行云势”会心提高10%，会心效果提高10%。,32450,2
刀宗,孤锋诀,1,顾渺,“留客雨”命中有自身破绽的目标，有40%几率造成4秒锁足效果，每层破绽使概率增加10%。,32451,3
